title_kor,year,genre_list,play_time,director,justwatch_rating,imdb_rating,imdb_rating_average,imdb_vote_count,synopsis,poster_src
아야와 마녀,-2021,"['판타지 , 애니메이션 , 가족']",1시간 22분,Goro Miyazaki,63%,4.8 (3k),4.8,30,"`동료 마녀 12명을 완전히 따돌리면 아이를 찾으러 오겠다`는 수수께끼 같은 편지와 함께 성 모어발트의 집에 맡겨진 아야.  10살이 된 어느 날, 아야는 갑자기 찾아온 마법사 부부 벨라와 맨드레이크를 따라 미스터리한 저택에 발을 들이게 된다. 순간이동할 수 있는 문부터 비밀의 방까지 신비로움으로 가득 찬 그곳에서의 생활이 시작되고, 아야는 벨라를 돕는 조건으로 마법을 배우기로 한다.",https://images.justwatch.com/poster/244662181/s592
셔커스: 잃어버린 필름을 찾아서,-2018,['다큐멘터리'],1시간 36분,Sandi Tan,81%,7.4 (4k),7.4,40,"1992년, 십 대 소녀 샌디 탄은 친구들과 싱가포르 거리에서 영화를 찍는다. 그리고 필름이 사라진다. 어디로, 왜? 잃어버린 필름과 기억을 찾는 여정을 그린 다큐멘터리.",https://images.justwatch.com/poster/76834498/s592
릴리와 찌르레기,-2021,"['코미디 , 드라마 , 판타지']",1시간 42분,Theodore Melfi,75%,6.3 (11k),6.3,110,"직장에선 멍하니 넋 놓기 일쑤, 남편은 정신 병원에 입원. 아기를 잃고 무기력하게 살아가던 여자. 어느 날, 정원에 둥지를 튼 찌르레기와 사투를 벌이며 치유의 여정을 시작한다.",https://images.justwatch.com/poster/251994356/s592
펭귄 블룸,-2021,['드라마'],1시간 35분,Glendyn Ivin,77%,6.8 (9k),6.8,90,다시는 걸을 수 없다. 가족도 힘이 되지 못한다. 사고로 장애가 생긴 여자. 그 삶에 상처 입은 까치 한 마리가 찾아든다. 작은 날개에 희망을 싣고. 실화에 기반한 영화.,https://images.justwatch.com/poster/241524749/s592
이니셜 D,-2005,"['스릴러 , 애니메이션 , 액션 , 코미디 , 드라마 , 로맨스']",1시간 47분,"Alan Mak ,  Andrew Lau",72%,6.4 (8k),6.4,80,"날 가만히 내버려 둬. 내가 하고 싶은 건…
 낮에는 주유소 아르바이트, 새벽에는 가업을 도와 아버지의 구식 도요타로 굴곡이 심한 아키나 산을 넘나들며 운전 경력 5년 차에 접어든 평범한 고등학생 타쿠미(주걸륜 분). 여느 때처럼 배달을 하던 그는 자신을 추월한 차와 레이싱을 펼치던 중, 최고의 속력으로 코너링을 보여주며 손쉽게 이겨 버린다. 하지만 알고 보니, 그는 바로 아마추어 레이싱팀 소속 타케시(여문락 분)이었던 것.  모든 건, 마지막 5연속 코너에 달렸다!
 타쿠미에게 승부욕을 느낀 내노라 하는 실력의 레이서들이 배틀을 신청하지만 그는 연달아 승리를 거두게 된다. 이후, 아마추어 레이싱 팀의 리더인 료스케(진관희 분)와 함께 차츰 레이싱의 즐거움에 빠져들어가던 중, 프로팀의 쿄이치(진소춘 분)와의 대결에서 처음으로 패배를 겪게 되고, 그저 감각만으로 달리던 타쿠미는 자신의 한계를 깨닫게 되는 계기를 맞이하게 된다.  이에, 타쿠미는 실력을 한 단계 업그레이드 시키기 위해 쿄이치와 료스케의 위험한 대결을 시작 하는데…",https://images.justwatch.com/poster/20446397/s592
꿀벌 대소동,-2007,"['애니메이션 , 코미디 , 드라마 , 가족 , 판타지 , 로맨스']",1시간 31분,"Simon J. Smith ,  Steve Hickner",69%,6.1 (155k),6.1,1550,"용감하지만 사고뭉치 꿀벌인 ‘배리’는 평생 꿀만 만들며 반복되는 삶을 살아야 한다는 꿀벌의 운명에 회의를 느끼고, 벌집 밖으로의 위험한 여정을 강행한다. 얼굴만큼 마음도 예쁜 꽃집 아가씨 ‘바네사’를 만나 위험천만 인간세상에서 구사일생으로 목숨을 건진 배리는 꿀벌 세계의 규율을 어기고 그녀와 대화를 시도, 친구가 된다.  꿀벌 세상과 친구들의 충고도 뒤로 한 채 바네사와 함께 그 동안 알지 못했던 바깥세상의 재미를 배워가던 배리의 즐거운 시간도 잠시, 우연히 꿀벌이 힘들게 만들어 놓은 꿀을 인간들이 공짜로 먹고 있다는 사실을 알게 되고, 바네사와 함께 그들만의 ‘꿀’을 되찾아 오기 위한 인간들과의 전쟁을 선포하게 되는데..",https://images.justwatch.com/poster/185353152/s592
The Boss Baby: Get That Baby!,-2020,['코미디'],24min,None,75%,1.0 (1),1,1,Think you've got what it takes to be the boss? This interactive special puts your skills to the test and matches you up with one of 16 jobs at Baby Corp.,https://images.justwatch.com/poster/201332092/s592
나의 그리스식 웨딩 2,-2016,"['로맨스 , 코미디']",1시간 34분,Kirk Jones,66%,6.0 (30k),6,300,"말 많고 흥 많은 오지랖 3大 가족을 소개합니다!
 1대 결혼 ??년 차, 기억도 가물가물한 고집불통 할배할매 ‘거스&마리아’ 부부  2대 결혼 17년 차, 현실 앞에 가족걱정밖에 안 남은 걱정폭발 ‘툴라&이안’ 부부  3대 결혼? 아~몰랑, 일단 연애부터 내 맘대로 하고 싶은 까칠절정 여고생 ‘패리스’  가족의 반대를 무릅쓰고 결혼한 ‘툴라’에게 남은 건  달콤한 허니문의 기억이 아닌 200% 리얼한 현실뿐!  여전히 고집불통인 부모님에 반항을 시작한 까칠한 딸까지!  부모님은 말하셨지,  “너도 딱 너 같은 자식 낳아서 똑같이 당해봐라~!”  폭풍공감! 하루도 바람 잘 날 없는 ‘툴라’와 오지랖 3大가족의 리얼 라이프가 시작된다!",https://images.justwatch.com/poster/10676003/s592
이모티: 더 무비,-2017,"['코미디 , 애니메이션 , 가족 , 판타지 , SF']",1시간 26분,Tony Leondis,52%,3.3 (60k),3.3,600,"스마트폰 속 이모티들의 비밀 세계 ‘텍스토폴리스’의 제1원칙은 1인 1표정! 각자 맡은 표정을 완벽히 해내야 하지만 다양한 감정의 소유자 ‘진’은 출동한 첫날 당황한 나머지 실수를 저지른다. ‘진’의 실수는 스마트폰 초기화라는 ‘텍스토폴리스’의 파멸을 불러오고 ‘텍스토폴리스’의 시장인 ‘스마일’은 도시를 위기에 빠뜨린 ‘진’을 파괴하기 위해 백신봇을 출동시키는데…  ‘진’은 친구 ‘하이파이브’, 해커 ‘핵키 브레이크’와 함께 ‘텍스토폴리스’와 자신의 운명을 구하기 위해 ‘소스 코드’를 찾기 위한 험난한 여정을 떠난다! 깨알만한 귀요미 이모티들의 가장 스마트한 어드벤처가 시작된다!",https://images.justwatch.com/poster/25209178/s592
크리스마스로 불리는 소년,-2021,"['판타지 , 드라마 , 가족']",1시간 46분,Gil Kenan,80%,6.7 (20k),6.7,200,"평범한 소년 니콜라스는 눈 덮인 북쪽을 향해 특별한 모험을 떠난다. 엘프가 사는 전설의 마을, 엘프헬름을 찾으러 떠난 아버지를 만나기 위해. 니콜라스 곁에는 든든한 순록 블리첸과 충성스러운 생쥐 친구가 함께한다. 불가능이란 없음을 보여주는 사랑스럽고도 재미있는 마법의 이야기. 그 속에서 니콜라스는 어떤 운명을 만나게 될까",https://images.justwatch.com/poster/242702721/s592
언더월드: 에볼루션,-2006,"['판타지 , 스릴러 , SF , 액션']",1시간 46분,Len Wiseman,74%,6.7 (194k),6.7,1940,"자신의 가족을 몰살시킨 뱀파이어 지배자 빅터를 제거한 셀린느는 뱀파이어, 늑대인간 모두에게 쫓기는 신세가 되고 이제 그녀의 곁에는 혼혈인간 마이클만이 함께할 뿐이다. 빅터를 처단한 것에 대해 용서를 구하고자 뱀파이어의 왕인 마커스를 찾아 나서는 셀린느. 그러나 마커스는 돌연변이를 일으켜 세계정복을 꿈꾸는 변종 뱀파이어로 돌변한 뒤다.  셀린느가 빅터를 죽인 것을 알게 된 마커스는 셀린느와 마이클을 처단하려고 하면서도 마이클의 목에 걸려있는 펜던트를 뺏으려 숨막히는 일전을 벌인다. 간신히 탈출에 성공한 셀린느와 마이클은 펜던트의 비밀을 알고 있는 코르비누스를 찾아간다. 뱀파이어와 늑대인간 모두의 유전학적 조상인 그는 돌연변이를 일으키는 바이러스에 감염되었고, 이것은 자신의 두 아들에게 전이되었는데 마커스는 박쥐인간으로, 윌리엄은 늑대인간으로 진화된 것이다. 그리고 마이클의 펜던트가 윌리엄의 관을 여는 열쇠라는 사실이 밝혀지는 사이, 지하감옥에서 감금되어있던 윌리엄을 마침내 해방시킨 마커스는 셀린느와 전투부대원, 그리고 마이클을 상대로 최후의 전투를 벌이게 되는데.",https://images.justwatch.com/poster/185064051/s592
루스에게 생긴 일,-2017,"['스릴러 , 코미디 , 범죄 , 드라마 , Made in Europe']",1시간 36분,Macon Blair,74%,6.9 (53k),6.9,530,"간호 조무사인 루스(멜라니 린스키)의 일과는 오늘도 평범하다. 다만 자신의 집에 도둑이 든 것을 빼면 말이다. 도둑질을 당한 것 만으로도 억울한데, 경찰은 루스가 집 단속을 잘 하지 않은 탓을 한다. 설상가상으로 자신의 집 앞에 매일 같이 개똥을 방치하고 가는 누군가까지. 참다 못한 루스는 개똥남(일라이저 우드)을 찾아가 한바탕 소리를 친 후 자신이 직접 도둑을 잡기로 결심힌다.  그러다가 개똥남과 인사까지 나누고, 두 사람은 의기투합하여 도둑놈을 잡아 정의 실현을 하기로 한다. 그러면서 점점 윤곽이 좁혀지고, 드러나는 범인의 정체. 그러나 경찰은 또다시 나몰라 시전을 하고, 결국 직접 응징을 가하기로 마음 먹는 루스. 과연 그녀의 도전은 성공할 수 있을 것인가?",https://images.justwatch.com/poster/8637807/s592
비스티 보이즈,-2008,['드라마'],2시간 3분,Yoon Jong-bin,62%,5.7,5.7,1,"대한민국 최고의 럭셔리 신공간 청담동을 주름잡는 호스트. 그들은 화려한 청담동의 유흥업소에서 여성 고객들을 접대하며 자신들의 스타일리쉬한 삶을 유지한다. 여성들에게 초이스되기 위해 체력 관리는 물론 외모와 스타일을 가꾸며 자신에게 투자를 아끼지 않고, BMW를 타고 청담대로를 질주하는 그들의 밤은 낮보다 더욱 역동적이다.  화려한 밤의 세계에 몸 담고 있으면서도 부유했던 과거를 간직한 채 살아가는 청담동 No.1 호스트 승우(윤계상 분)와 사랑도 꿈도 내일로 미룬 채 오직 지금 이 순간만을 즐기는 호스트 바의 리더 재현(하정우 분). 그들은 오늘도 쿨하고, 폼나고, 화려한 라이프 스타일을 고수하며 럭셔리의 대명사 청담동을 배회한다.  그러던 중 승우는 순수한 듯, 자신과는 또 다른 면을 지닌 지원(윤진서 분)에게 끌리게 되고, 승우의 누나 한별(이승민 분)과 동거하던 재현은 새로운 공사 상대를 만나게 되면서 매일 반복되던 그들의 삶은 조금씩 변화하게 되는데…",https://images.justwatch.com/poster/179326228/s592
빌로우제로,-2021,"['범죄 , 공포 , 스릴러 , 드라마 , 액션']",1시간 46분,Llu?s Qu?lez,72%,6.2 (18k),6.2,180,"혹한의 밤 산간 도로를 달리던 죄수 호송 차량이 불의의 습격을 당한다. 겨우 살아남지만 재소자들과 차량에 갇힌 경관 마르틴. 차 안에는 탈출을 감행하려는 재소자들이, 밖에는 정체불명의 공격자가 도사리고 있다. 어떻게 벗어날 것인가.",https://images.justwatch.com/poster/243079172/s592
마이 리틀 포니: 더 무비,-2017,"['판타지 , 드라마 , SF , 스릴러 , 코미디 , 애니메이션 , 가족']",1시간 39분,Jayson Thiessen,75%,6.2 (6k),6.2,60,"새로운 어둠의 힘이 포니 빌을 위협하고, 머뉴 6 - 트와 일 라잇 스파클, 애플 잭, 레인보우 대시, 핑키 파이, 펄 츠시 리, 그리고 레어 리티가 Equestria를 뛰어 넘는 잊지 못할 여정을 시작합니다. 우정을 살리고 그들의 집을 구하십시오.
 (구글번역)",https://images.justwatch.com/poster/145834943/s592
네트,-1995,"['드라마 , 스릴러 , 액션 , 범죄']",1시간 54분,Irwin Winkler,66%,6.0 (65k),6,650,"안젤라 베네트(Angela Bennett: 산드라 블록 분)는 미모의 컴퓨터 프로그래머. 새로나온 소프트웨어의 바이러스나 에러를 분석하는 일이 전문이다. 취미는 인터넷의 컴퓨터광들과 채팅하는 것이 전부. 컴퓨터와 붙어사는 그녀는 집밖으로 나올 일이 거의 없다. 피자는 PC 네트워크로 주문하면 곧바로 배달되고 항공권도 마찬가지다. 그녀가 외출하는 이유는 단 하나, 요양원에 있는 어머니(Mrs. Bennett: 다이안 베이커 분)를 만나러 갈 때이다.  안정된 일상만이 존재했던 안젤라에게 어느날, 동료 데일(Dale: 레이 맥킨논 분)이 새 인터넷 프로그램에 문제가 있는 것 같다며 분석을 의뢰한다. 겉으로는 평범한 음악용 소프트웨어에 불과한 '모짜르트 밴드'. 그러나 이 프로그램에는 연방정부의 극비 데이터베이스 시스템이 고스란히 담겨져 있다. 놀란 안젤라가 데일에게 도움을 요청하지만, 데일은 안젤라에게 오던 중 의문의 비행기 사고로 죽는다. 데일의 죽음에 충격을 받은 채 안젤라는 멕시코로 휴가를 떠난다.  이때 안젤라에게 잭 데블린(Jack Devlin: 제레미 노담 분)이라는 매력적인 남자가 접근하고, 휴가 기분에 취한 안젤라는 잭과 하룻밤을 보낸다. 그러나 안젤라는 잭에게서 수상한 점을 발견하고, 격투 끝에 구사일생으로 달아난다. 하지만 때는 이미 늦어 안젤라의 존재는 컴퓨터 네트워크 상에서 완전히 '지워진' 상태였다. 여권도, 신용카드도 모두 도둑 맞은 안젤라에게 남아있는 것은 오직 파손된 디스켓 한장 뿐. 안젤라는 주변 사람들에게 도움을 청하지만, 모두 의문의 사고로 사망한다. 컴퓨터 마피아 프레토리안의 검은 그림자는 시시각각 다가오고, 그들의 검은 손은 드디어 안젤라의 어머니가 있는 요양원에 까지 뻗치는데.",https://images.justwatch.com/poster/246716356/s592
루팡 3세 칼리오스트로의 성,-1979,"['코미디 , 가족 , 애니메이션 , 액션 , 판타지']",1시간 42분,Hayao Miyazaki,82%,7.6 (29k),7.6,290,"대도둑 루팡 3세는 국제 카지노를 털고 도망가지만, 그 돈이 모두 위조지폐라는 것을 깨닫고 위조지폐가 만들어진 칼리오스트로로 향한다. 그리고 우연히 괴한에게 쫓기던 여인을 구하고, 여인은 자신을 구하기 위해 애쓰다 다친 루팡을 보살펴준다. 그러나 다시 나타난 괴한들 때문에 도망을 치던 여인은 결국 괴한들에게 잡혀가고, 남겨진 그녀의 장갑을 살펴본 루팡은 그녀의 정체를 알아낸다. 그녀를 구하기로 결심한 루팡은 동료인 고에몽을 부르는데…",https://images.justwatch.com/poster/243488389/s592
