title_kor,year,genre_list,play_time,director,justwatch_rating,imdb_rating,imdb_rating_average,imdb_vote_count,synopsis,poster_src
바람의 검심: 교토 대화재편,-2014,"['판타지 , 드라마 , 액션']",2시간 18분,Keishi ?tomo,84%,7.6 (15k),7.6,150,"세상을 뒤흔들 반란을 계획하고 있는 절대악 시시오와 그의 부하 십본도를 저지하기 위해 교토까지 온 히무라 켄신 (사토 타케루). 한때 켄신의 자리를 이어받아 유신지사로 활동했던 시시오가 정부에 배신당하고 반란을 일으킨 것이다. 시시오 일당에 맞서던 켄신은 십본도의 세타 소지로 (카미키 류노스케)에 의해 역날검이 반토막이 나게 되고, 나라와 자신의 곁을 지키는 사람들이 절체절명의 위험에 빠지고 심지어 유일한 무기였던 역날검마저 쓸 수 없게 되면서 최대의 궁지에 몰리게 된다. 불살을 맹세했던 켄신은 부러진 역날검을 들고 최강의 절대악인 시시오와 맞서 일생일대의 마지막 결전을 앞두게 되는데..",https://images.justwatch.com/poster/12316453/s592
크롤,-2019,"['스릴러 , 공포 , 드라마 , 액션']",1시간 28분,Alexandre Aja,70%,6.1 (80k),6.1,800,"시속 250km로 전진하면서 지상의 모든 것을 집어삼키는 강력한 허리케인이 플로리다를 강타한다. 헤일리는 대피 명령을 무시하고 연락두절이 된 아버지를 찾아 집으로 향한다. 지하실에서 심한 부상을 입고 쓰러진 아버지를 발견하고 빠져나가려던 찰나, 점차 불어난 홍수와 함께 나타난 최상위 포식자 악어와 집안에 갇히게 되는데…",https://images.justwatch.com/poster/259152543/s592
위쳐의 탄생: 메이킹,-2020,['다큐멘터리'],32min,None,81%,6.9,6.9,1,"《위쳐》의 경이로운 세계는 어떻게 탄생했을까. 운명처럼 만난 배우들과 결코 잊지 못할 야스키에르의 노래. 스크린 뒤에 가려진 장대한 여정의 모든 것이 공개된다.  주연 : 헨리 카빌, 애니아 철로트라, 프레이아 앨런",https://images.justwatch.com/poster/202130694/s592
트랜스포터,-2002,"['스릴러 , 액션 , 범죄 , Made in Europe']",1시간 32분,"Louis Leterrier ,  Corey Yuen",75%,6.8 (296k),6.8,2960,"룰(rule)이 깨지기 시작하면서…  예상치 못한 사건, 밝혀지는 음모!  과거 특수부대 출신인 프랭크(제이슨 스태덤 분). 현재 그는 범죄조직이 의뢰한 물건을 비밀리에 운반해주는 ‘트랜스포터’ 일을 하고 있다. 비밀스럽고도 위험한 이 일을 하는 그에겐 확고한 룰(rule)이 있는데, ‘첫째, 계약조건을 변경하지 말 것’, ‘둘째, 거래는 익명으로 할 것’, ‘셋째, 절대 포장을 열지 말 것’이다.  그러던 어느 날, 프랭크는 가칭 ‘월 스트리트’(맷 슐츠 분)라는 사람에게서 새로운 거래를 의뢰받는다. 그러나 운반 도중 가방이 움직인다는 사실을 알게 되고, 가방을 열자 그 속에서 물건이 아닌 사람이 발견된다. 프랭크가 자신의 ‘룰’을 깨고 ‘라이’(서기 분)라는 여인을 구해주면서부터 일은 꼬이기 시작하고, 프랭크는 범죄조직으로부터 생명의 위협을 받게 된다.  한편, 평소 프랭크를 그의 주위를 살피던 형사 타르코니(프랑수아 베를레앙 분). 그는 프랭크의 자동차가 폭발사고의 현장에서 발견되고, 얼마 지나지 않아 프랭크의 집 전체가 정체 모를 일당에 의해 폭파되면서 프랭크를 더욱 의심하게 된다.  라이를 구해준 프랭크는 그녀에게서 놀라운 사실을 듣게 된다. 월 스트리트 일당이 그녀의 가족이 포함된 수백명의 중국인 밀입국자들을 암거래하려 한다는 것. 프랭크는 혼자서 이들을 구출하려는 그녀를 돕기로 한다. 거대 범죄조직이 그들을 뒤쫓고, 프랭크를 의심하는 경찰의 포위망까지 좁혀지면서 상황은 더욱 예상치 못한 곳으로 치닫는다. 그리고 계속되는 위험 속에서 프랭크는 그녀에게 뭔가 다른 비밀이 숨겨졌음을 감지하는데…",https://images.justwatch.com/poster/183764502/s592
싱글 올 더 웨이,-2021,"['드라마 , 코미디 , 로맨스']",1시간 39분,Michael Mayer,71%,6.2 (14k),6.2,140,크리스마스에 혼자 부모님 집에 가기 싫은 피터. 절친에게 남자친구인 척해달라고 부탁한다. 하지만 가족이 짝을 찾아줄 주선자로 나서면서 피터의 계획은 뜻밖의 방향으로 흘러간다. 감정도 함께.,https://images.justwatch.com/poster/256486877/s592
너의 결혼식,-2018,"['로맨스 , 코미디']",1시간 50분,Lee Seok-geun,81%,7.0 (2k),7,20,"고3 여름, 전학생 승희를 보고 첫눈에 반한 우연. 승희를 졸졸 쫓아다닌 끝에 마침내 공식커플로 거듭나려던 그때! 잘 지내라는 전화 한 통만 남긴 채 승희는 사라져버리고, 우연의 첫사랑은 그렇게 막을 내리는 듯했다. 1년 뒤, 승희의 흔적을 쫓아 끈질긴 노력으로 같은 대학에 합격한 우연. 그런데 그의 앞을 가로막은 건… 다름 아닌 그녀의 남.자.친.구!",https://images.justwatch.com/poster/89494280/s592
표적,-2014,"['액션 , 스릴러']",1시간 38분,Chang,73%,6.3 (1k),6.3,10,"한 밤 중에 벌어진 의문의 살인 사건. 누명을 쓰고 쫓기던 여훈은 교통사고로 병원에 긴급 후송된다. 여훈의 담당의사 태준은 그 날 이후 갑작스런 괴한의 습격을 받게 되고, 납치된 아내를 구하기 위해 병원에서 여훈을 빼돌려 위험한 동행을 시작하게 된다. 한편, 사건의 음모를 직감한 여형사 영주와 범인 검거율 100 %인 광역수사대 송반장이 새롭게 사건에 개입하게 되는데...",https://images.justwatch.com/poster/178559198/s592
마이클 잭슨의 디스 이즈 잇,-2009,"['다큐멘터리 , 음악 , 드라마 , Made in Europe']",1시간 51분,Kenny Ortega,79%,7.2 (39k),7.2,390,"팝 황제 마이클 잭슨의 마지막 리허설 모습을 담은 다큐멘터리.  7월 런던을 시작으로 50일간 예정되어 있던 투어의 정식 명칭으로 사망 몇일전인 지난 6월 LA스테이플스 센터에서 진행된 리허설을 중심으로, 지인들의 인터뷰와 그의 음악인생을 조명하는 미공개 영상들로 구성될 예정.",https://images.justwatch.com/poster/185746332/s592
SAS 특수부대: 라이즈 오브 블랙 스완,-2021,"['스릴러 , 액션']",2시간 4분,Magnus Martens,65%,5.2 (16k),5.2,160,파리행 열차가 탈취됐다. 적색 수배가 내려진 악명 높은 블랙 스완에 의해. 그 열차에 여자 친구와 함께 타고 있던 특수 부대 대원 톰. 그는 혼자서 싸움을 시작한다. 아주 힘든 싸움을.,https://images.justwatch.com/poster/242139102/s592
베로니카,-2017,['공포'],1시간 45분,Paco Plaza,69%,6.2 (39k),6.2,390,"일식이 일어나는 어느 날 베로니카는 친구들과 함께 죽은 아버지의 영혼을 불러내기 위해 위자보드 게임을 하게 된다. 일식이 최고조일 때 유리가 산산조각이 나고 잠들어 있던 악령이 깨어난다.
 베로니카의 집까지 들어온 악령으로부터 동생들을 지키기 위해 그녀는 다시 한번 위자보드 게임을 하게 되는데…",https://images.justwatch.com/poster/60407291/s592
피버 드림,-2021,"['공포 , 스릴러 , 드라마']",1시간 33분,Claudia Llosa,65%,5.4 (1k),5.4,10,"어린 딸과 시골로 휴가 온 아만다, 마을 주민인 카롤라를 만나 가까워진다. 하지만 왜인지 자꾸 자기 아들을 조심하라고 말하는 카롤라. 이곳에 떠도는 기이하고 불길한 공기의 정체는 무엇인가",https://images.justwatch.com/poster/253576849/s592
스폰지밥 무비: 핑핑이 구출 대작전,-2020,"['판타지 , 코미디 , 가족 , SF , 애니메이션']",1시간 35분,Tim Hill,77%,6.0 (16k),6,160,"우리 핑핑이가 어디로 갔을까? 설마, 납치당한 건가? 사랑하는 반려 달팽이를 찾아 떠나는 스폰지밥. 뚱이도 함께 가야지. 비키니 시티를 벗어나 미지의 세계로, 출발이다!",https://images.justwatch.com/poster/261522501/s592
강박이 똑똑!,-2017,"['코미디 , 가족 , 판타지 , Made in Europe']",1시간 30분,Vicente Villanueva,77%,6.8 (17k),6.8,170,"왜 안 오는 거야! 의사의 비행기 연착으로 본의 아니게 같은 시간, 같은 공간에 머물게 된 6명의 강박 장애 환자들. 저마다 별난 기벽을 가진 이들, 서로를 견딜 수나 있을까?",https://images.justwatch.com/poster/141872736/s592
동갑내기 과외하기,-2003,"['로맨스 , 코미디']",1시간 50분,Kim Kyung-hyung,73%,6.6 (2k),6.6,20,"아버지의 실직으로 닭집 딸이 된 수완(김하늘 분), 대학 2학년인 그녀는 등록금을 위해 고액과외를 뛴다. 책상 밑으로 거울을 들이밀며 그녀의 치맛 속이나 궁금해 하는 골칫덩이들과의 험난한 대결, 불의를 참을 수 없는 그녀는 오늘도 과외 7일만에 짤리는 사고(?)를 치고 만다. 그러나 ""과외 없으면 등록금도 없다""를 외치는 엄마 등쌀에 또다시 과외전선으로 뛰어든 그녀, 마침내 막강 난적 지훈(권상우 분)을 만나게 된다.  벼락부자집 장남, 싸움꾼에, 학교 '짱'에, 고등학교를 2년 꿇은(?) 전적 화려한 동갑내기 제자 지훈... 첫 만남부터 반말은 기본이고 수업시간 내내 담배를 피워대는 지훈에게 질려버린 수완, 그만 두기엔 또 사고 치고 엄마 볼 면목이 없고 어떻게든 기선을 제압하려 두 팔 걷어 붙여 보지만 지훈의 적시타 한 방에 나가 떨어지고 만다. 그렇게 시작된 동갑내기 과외 수업, 그러나 그 둘 주변엔 심상찮은 사건들이 꼬리에 꼬리를 물기 시작하는데...",https://images.justwatch.com/poster/241178242/s592
윔블던,-2004,"['코미디 , 로맨스 , 스포츠 , Made in Europe']",1시간 38분,Richard Loncraine,69%,6.3 (63k),6.3,630,"별 볼일 없는 테니스 선수에서 돈 많고 할 일 없는 아줌마들의 테니스 강사로 전락한 피터. 운 좋게 세계적인 윔블던 대회의 와일드 카드를 얻어낸 그는 이번 경기를 마지막으로 은퇴를 결심한다. 하지만 아무도 그의 은퇴에는 관심이 없는, 말 그대로 우울한 인생이다.하지만 행운은 한꺼번에 찾아온다고 했던가! 윔블던 대회에 출전한 그에게 세계 최고의 테니스 스타 리지를 만나 행운의 데이트를 시작할 기회가 찾아온 것! 뛰어난 실력에 매력적인 외모까지 갖춘 리지는 세계적으로 스포트라이트를 받고 있는 테니스의 여왕.계속되는 우연한 만남에 둘은 점점 가까워지고, 피터는 자신감을 되찾아 계속 승리를 거듭한다. 하지만 리지는 오히려 경기를 망치면서 피터와의 사이는 멀어지고...기적적으로 윔블던 대회 결승전까지 올라간 피터는 마침내 그의 평생 소원인 우승을 눈 앞에 두고 있는데, 과연 그는 윔블던 챔피언 트로피와 사랑을 함께 거머쥘 수 있을까?",https://images.justwatch.com/poster/243983000/s592
라디오 스타,-2006,"['코미디 , 드라마']",1시간 55분,Lee Joon-ik,72%,7,7,1,"명곡 '비와 당신'으로 88년 가수 왕을 차지했던 최곤은 그 후 대마초 사건, 폭행사건 등에 연루돼 이제는 불륜커플을 상대로 미사리 까페촌에서 기타를 튕기고 있는 신세지만, 아직도 자신이 스타라고 굳게 믿고 있다. 조용하나 싶더니 까페 손님과 시비가 붙은 최곤은 급기야 유치장 신세까지 지게 되는데…일편단심 매니저 박민수는 합의금을 찾아 다니던 중 지인인 방송국 국장을 만나고, 최곤이 영월에서 DJ를 하면 합의금을 내준다는 약속을 받아낸다.",https://images.justwatch.com/poster/239730032/s592
나나 2,-2006,"['드라마 , 음악 , 로맨스']",2시간 10분,Kentaro Otani,67%,6.1 (1k),6.1,10,"같은 나이, 같은 이름을 가진 두 나나. 도쿄에서 순조롭게 동거 생활을 이어가던 두 사람. 하지만 사랑과 성공을 위한 선택 앞에서 둘의 마음은 조금씩 엇갈리기 시작한다.",https://images.justwatch.com/poster/138740099/s592
인랑,-2018,"['스릴러 , 액션 , SF']",2시간 18분,Kim Jee-woon,69%,6.0 (4k),6,40,"남북한 정부가 통일준비 5개년 계획을 선포한 후, 강대국의 경제 제재가 이어지고,  민생이 악화되는 등 지옥 같은 시간이 이어지고 있는 혼돈의 2029년. 자원은 고갈되고 빈곤층이 늘어나면서 도시가 황폐해지자, 통일에 반대하는 반정부 무장테러단체 섹트가 등장한다. 섹트를 진압하기 위해 설립된 대통령 직속의 새로운 경찰조직 특기대는 정국의 주도권을 장악하고, 이에 입지가 줄어든 정보기관공안부는 특기대를 말살할 음모를 꾸민다. 절대 권력기관 간의 피비린내 나는 암투 사이, 특기대 내 비밀조직 인랑에 대한 소문이 떠도는데...",https://images.justwatch.com/poster/72809793/s592
조용한 남자의 분노,-2016,"['스릴러 , 드라마 , 액션 , 범죄 , Made in Europe']",1시간 32분,Ra?l Ar?valo,73%,6.7 (11k),6.7,110,수년 전 보석상 강도 사건에서 연인을 잃은 호세. 말수가 적은 그는 카페 여주인 아나에게 접근하지만 아나는 그 뒤에 숨겨진 진짜 이유를 알 리가 없다.,https://images.justwatch.com/poster/70916944/s592
프로젝트 파워,-2020,"['SF , 스릴러 , 액션 , 범죄']",1시간 53분,"Ariel Schulman ,  Henry Joost",70%,6.0 (82k),6,820,"뉴올리언스에 퍼지기 시작한 의문의 약. 강해지고 싶다면 삼켜라. 5분간 엄청난 초능력이 주어진다. 주의사항은? 약을 먹기 전까진 어떤 초능력이 생길지 모른다는 것. 누군가는 총알도 뚫지 못하는 방탄 피부가 되고, 누군가는 투명 인간이 된다. 그리고 또 누군가는 치명적인 능력을 부여받는다. 하지만 가장 큰 문제는 이 약 때문에 범죄 도시로 변하고 있는 뉴올리언스. 이대로 두고 볼 수 없는 경찰 프랭크는 약의 출처를 뒤쫓는다. 마약상인 10대 소녀와 복수를 위해 비밀리에 움직이는 전직 군인과 함께. 이제 어떤 위험을 감수하더라도 그들을 막아야 한다. 파워를 삼켜서라도.",https://images.justwatch.com/poster/195510831/s592
6번째 날,-2000,"['SF , 스릴러 , 액션']",2시간 3분,Roger Spottiswoode,66%,5.9 (120k),5.9,1200,"아담 깁슨(아놀드 슈왈제네거)은 전투기 조종사로 사랑스런 아내와 딸을 두고 있는 평범한 가장으로 친구인 행크(마이클 래파포트)와 함께 작은 회사를 경영하며 삶의 행복을 누리고 있다. 어느 날 밤, 자신의 깜짝 생일파티를 준비하고 집으로 돌아온 아담은 도저히 믿기지 않는 광경을 목격한다. 집안 거실에서 자신과 똑같은 생김새의 또 다른 아담 깁슨이 자신의 가족들과 함께 생일파티를 하고 있는 것이 아닌가! 모든 생물체의 복제는 가능하지만 인간복제는 불법으로 정해져 있는 상황에서 그와 닮은 클론의 출연은 도대체 무엇을 말하는가? 아담이 이 혼돈에서 벗어나기도 전에 암살자들에게 납치당한다. 그리고 그는 이 모든 음모의 중심에 서있는 인물이자 막강한 권력을 지닌 마이클 드러커(토니 골드윈)와의 피할수 없는 싸움을 시작하는데...",https://images.justwatch.com/poster/15323511/s592
하이웨이맨,-2019,"['스릴러 , 범죄 , 드라마']",2시간 12분,John Lee Hancock,75%,6.9 (86k),6.9,860,"미국 최악의 범죄자 커플 보니와 클라이드를 잡기 위해, FBI와 최신 과학수사 기법을 총동원하는 텍사스 주정부. 하지만 실패만 거듭하면서 전직 레인저 두 명(케빈 코스트너와 우디 해럴슨)이 소환된다. 젊은 경찰들의 조롱에도 불구하고, 오로지 본능과 경험에 의존하는 두 사람. 그들의 숨겨진 실화가 공개된다.",https://images.justwatch.com/poster/112985283/s592
레베카,-2020,"['스릴러 , 로맨스 , 드라마']",2시간 3분,Ben Wheatley,68%,6.0 (38k),6,380,"갓 결혼한 젊은 여성이 남편 가문 소유의 저택에 도착하면서 시작되는 이야기. 황량한 해안, 웅장하지만 음산한 분위기가 감도는 저택에서, 그녀는 남편의 전처 레베카의 그림자와 싸우게 된다. 이미 세상을 떠난 비밀의 여인 레베카. 그녀의 흔적은 여전히 저택을 지배하고 있다.",https://images.justwatch.com/poster/205185283/s592
샤크,-2004,"['애니메이션 , 액션 , 가족 , 스릴러 , 판타지 , 코미디']",1시간 30분,"Bibo Bergeron ,  Rob Letterman ,  Vicky Jenson",68%,6.0 (177k),6,1770,"상어 대부 돈 리노와 영웅을 꿈꾸는 오스카의 위험한 정면승부!!  무소불위, 절대권력의 막강 카리스마를 가진 상어 대부 ‘돈 리노’. 하지만 그에게도 말 못할 고민이 있다. 상어의 본성이 의심스러울 정도로 감성적인 아들, ‘레니’가 대부의 아들로서는 자격 미달인 것. 돈 리노는 아들 녀석을 어떻게든 강한 후계자로 키워보려고 하지만, 레니에게는 상어 가문으로서는 차마 밝힐 수 없는 치명적인 비밀이 있다!!  한편, 동네 ‘고래 세차장’에서 일하는 작은 물고기 ‘오스카’는 항상 그럴싸한 말로 위기를 모면하는 비범한 재주(?)의 소유자이다. 그의 유일한 꿈은 ‘부’와 ‘명예’를 얻어 바다 세계 최고 상류 사회로 신분 상승하는 것!!  어느날,‘돈 리노’의 큰 아들이 갑작스레 죽는 사건이 발생하고, 이 엄청난 사건의 장본인(?)은 바로 ‘오스카’로 밝혀진다. 작은 물고기가 상어 대부 큰 아들을 한 방에 보내버렸다는 소식이 전해지자,‘오스카’는 일약 바다 세계 ‘슈퍼스타’로 떠오르고 그토록 바라던 부와 명예 또한 얻게 된다. 그런데 알고보니, 그의 활약상은 사건 현장에서 위기를 모면하기 위해 그가 내뱉은 철없는 거짓말이 영웅담으로 둔갑한 것. 이 사건으로 인해 자존심에 큰 상처를 입게 된 바닷속 대부‘돈 리노’는 가문의 명예 회복과 아들의 복수를 위해 오스카와의 정면 대결을 선포한다.  ‘영웅을 꿈꾸는 작은 물고기, 오스카’와‘상어 대부, 돈 리노’의 자존심을 건 정면 승부, 과연 최후의 승자는 누가 될 것인가? 그리고 예상치 못한 바다 속 이야기는 어떻게 펼쳐질까?",https://images.justwatch.com/poster/185354223/s592
붉은 돼지,-1992,"['코미디 , 판타지 , 로맨스 , 애니메이션']",1시간 34분,Hayao Miyazaki,85%,7.7 (85k),7.7,850,"제1차 세계대전이 끝난 후, 전쟁의 기억을 지우기 위해 스스로 돼지로 변한 이탈리아 공군의 에이스 비행사 포르코 롯소. 그는 이탈리아 근해의 무인도에서 혼자 지내며 그의 의지대로 자유롭게 날고 하늘의 해적을 소탕한다. 젊은 시절 인간의 모습을 한 얼굴은 지나의 레스토랑의 벽에 걸려 있는 사진 속에 유일하게 남아 있다. 사람들로부터 붉은 돼지로 불리는 포르코 롯소는 미국인 조종사 도널드 커티스의 공격으로 비행기가 파손되자, 비행기 제작자인 피콜로에게 수리를 요청한다. 피콜로의 손녀인 피오는 포르코 롯소와 함께 지내며 온갖 모험을 겪으면서 조금씩 그를 좋아하게 되는데...",https://images.justwatch.com/poster/186959346/s592
월드 인베이젼,-2011,"['SF , 액션']",1시간 56분,Jonathan Liebesman,66%,5.7 (178k),5.7,1780,"1942년 LA UFO 대공습 사건 이래 지난 수십년간 UFO 목격 사례는 전세계 각지에서 꾸준하게 보고되어 왔다. 2011년, 거대한 유성 떼가 지구에 떨어지고, 사상 최대의 유성쇼에 들떠있던 세계 각 도시는 정체불명의 적으로부터 무차별 공격을 받고 초토화된다. LA 주둔군 소속 낸츠 하사는 자신의 부대를 이끌고 지금껏 싸워본 적 없는 적들에 맞서 사상 최대의 반격 임무를 맡아 전면전에 참가하게 되는데…",https://images.justwatch.com/poster/31048194/s592
나이트 티스,-2021,"['판타지 , 공포 , 스릴러 , 코미디 , 액션 , 범죄 , 드라마']",1시간 47분,Adam Randall,71%,5.7 (15k),5.7,150,"핫한 파티장까지 안전히 모시겠습니다! 아름다운 두 여성을 승객으로 태운 운전기사. 그런데 이 둘, 왠지 모르게 수상하다. 불길한 예감은 정확한 법. 오늘 밤, 살기 위한 발악이 펼쳐진다.",https://images.justwatch.com/poster/256182082/s592
Jim Gaffigan: Comedy Monster,-2021,['코미디'],1시간 10분,Jim Gaffigan,74%,6.8 (1k),6.8,10,"Comedy icon Jim Gaffigan offers some thoughts on the hot mess that was 2021, as well as his takes on marching bands, billionaires in space and more.",https://images.justwatch.com/poster/257919293/s592
수부라 게이트,-2015,"['드라마 , 스릴러 , Made in Europe , 범죄']",2시간 10분,Stefano Sollima,80%,7.4 (19k),7.4,190,"2011년 11월, 혼돈의 이탈리아. 국회는 최악의 경제난에도 수부라 유흥 지구의 재개발법을 밀어붙이고, 여당의 정치인은 성매매 도중 어린 매춘부가 현장에서 마약쇼크로 죽는 사고가 발생한다. 하지만 사체 유기에 가담한 마피아는 오히려 정치인을 협박해 재개발 사업의 이권을 요구하고 나선다. 그리고 마침내 수부라 지역을 둘러싸고 정치권, 종교계, 마피아간의 거대한 음모가 하나 둘씩 드러나며 걷잡을 수 없는 범죄 전쟁이 시작되는데....",https://images.justwatch.com/poster/14011132/s592
"눈부신 세상 끝에서, 너와 나",-2020,"['로맨스 , 드라마']",1시간 47분,Brett Haley,79%,6.5 (25k),6.5,250,"왜 그 애에겐 끌리는 걸까? 불안하고 상처 입은 두 십 대. 인디애나의 경이로운 장소들을 찾아다니면서, 전과는 다른 세상을 만난다. 밝고 아름다운 삶을 발견한다.",https://images.justwatch.com/poster/167735336/s592
성난 변호사,-2015,"['스릴러 , 범죄']",1시간 57분,Huh Jong-ho,75%,6.6,6.6,1,"두뇌 상위 1%, 승소확률 100%의 에이스 변호사 변호성. 대형 소송을 성공적으로 마무리 짓고 승승장구하는 그에게 새로운 의뢰가 들어온다. 바로 시체도 증거도 없는 신촌 여대생 살인 사건의 유력 용의자를 변호하는 것! 좀처럼 풀리지 않는 사건이지만 그의 두뇌는 빠르게 움직이기 시작하고, 파트너 박사무장과 함께 사건 현장에서 용의자의 혐의를 벗길 결정적 증거를 확보한다. 재판 당일, 사사건건 부딪히는 후배 검사 진선민의 반론에 맞서 조목조목 반박하는 변변. 언제나 그렇듯 승리를 확신하는 순간! 용의자가 자신이 피해자를 살해했다고 자백한다. 갑작스런 자백에 판세는 뒤바뀌고, 변변은 승소를 위해 증거를 조작했다는 의혹과 함께 인생 최대의 위기를 맞게 되는데…",https://images.justwatch.com/poster/176573254/s592
남산의 부장들,-2020,"['스릴러 , 드라마 , 역사']",1시간 54분,Woo Min-ho,75%,7.0 (2k),7,20,"1979년 10월 26일, 중앙정보부장 김규평이 대한민국 대통령을 암살한다. 이 사건의 40일전, 미국에서는 전 중앙정보부장 박용각이 청문회를 통해 전 세계에 정권의 실체를 고발하며 파란을 일으킨다. 혁명 동지의 배신으로 발칵 뒤집힌 청와대가 박용각의 처리를 명하자 김규평은 원만한 수습을 위해 직접 박용각을 만나 회유한다. 상황은 일단락되는 듯 보였지만 김규평은 맹목적인 충성으로 폭주하는 경호실장 곽상천과 2인자 경쟁을 벌이는 한편 실체를 가늠하기 힘든 대통령의 비밀조직에 압박을 느끼며 점차 불안에 휩싸인다.",https://images.justwatch.com/poster/163645499/s592
리틀 스트레인저,-2018,"['공포 , 드라마 , Made in Europe']",1시간 51분,Lenny Abrahamson,63%,5.5 (9k),5.5,90,"영국의 어느 전원 마을, 의사 패러데이는 아픈 하녀를 치료해 달라는 귀족 가문의 부름에 저택으로 왕진을 간다. 그러나 이들 가족과 가까워질수록 점차 기이한 일이 벌어지고, 자신의 과거와 얽힌 저택의 어두운 비밀을 마주하게 된다.",https://images.justwatch.com/poster/78252144/s592
프라이빗 라이프,-2018,"['코미디 , 드라마']",2시간 4분,Tamara Jenkins,77%,7.2 (18k),7.2,180,희망은 마지막 순간에 찾아오는 것일까? 난임으로 고통스러운 세월을 보낸 40대 부부. 그들은 실패하고 절망하고 포기하려 했다. 조카에게서 한 줄기 빛을 보기 전까진,https://images.justwatch.com/poster/78883767/s592
파라노말 액티비티 2,-2010,['공포'],1시간 31분,Tod Williams,65%,5.7 (102k),5.7,1020,"다니엘과 크리스티는 딸 알리, 어린 아들 헌터와 함께 단란한 가정을 꾸리고 산다. 그러던 어느 날, 그들의 평온한 집이 마치 도둑이 든 것처럼 아수라장이 된다. 다니엘은 가족들을 안심시키고 또 다른 침입자가 발생할 경우를 대비해 집안 곳곳에 CCTV를 설치한다. 현관 밖과 안, 거실, 부엌, 헌터의 방, 수영장 등 총 6대의 CCTV는 이제 가족들의 평범한 일상 생활을 조용히 촬영한다. 그러나 하루, 이틀 지나면서 가족들이 잠든 사이, 적막한 CCTV 화면에 서서히 미스터리 한 일들이 촬영된다. 허공을 바라보는 아이, 홀로 움직이는 모빌, 수영장 밖으로 나와 있는 청소기, 개의 갑작스러운 발작... 이제 그 모든 미스터리의 진실이 밝혀진다!",https://images.justwatch.com/poster/46364995/s592
더 보이,-2016,"['공포 , 스릴러']",1시간 37분,William Brent Bell,67%,6.0 (87k),6,870,"그레타(로렌 코핸)는 어두운 과거에서 벗어나 새 출발을 하기 위해 외딴 마을의 대저택에 유모로 들어간다.  그러나 노부부(짐 노튼&다이아나 하드캐슬)가 아들 브람스라며 소개한 건 소년 인형.  장난이라는 의심과 달리 부부는 너무나 진지한 태도로 인형을 대하고, 심지어 10가지 규칙을 꼭 지켜야 한다고 당부한 후 여행을 떠난다.  대저택에 인형 브람스와 단둘이 남게 된 그레타는 자꾸만 일어나는 기이한 사건들을 겪으며 점점 인형이 살아있다고 믿게 되는데…",https://images.justwatch.com/poster/82536077/s592
우리 사이 어쩌면,-2019,"['코미디 , 로맨스']",1시간 40분,Nahnatchka Khan,74%,6.8 (52k),6.8,520,"유명 셰프 사샤와 무명 뮤지션 마커스. 어린 시절 친구인 이들이 15년 만에 다시 만난다. 여전히 서로에게 끌리는 두 사람. 하지만, 가까이하기엔 서로 너무 다른걸?",https://images.justwatch.com/poster/131085108/s592
세상의 중심에서 사랑을 외치다,-2004,"['로맨스 , 드라마']",2시간 18분,Isao Yukisada,78%,7.3 (3k),7.3,30,"결혼을 앞두고 있는 리츠코 (시바사키 코우)는 어느날 이삿짐 속에서 오래된 카세트 테이프 하나를 발견하고는 약혼자인 사쿠타로(오사와 다카오)에게 짧은 편지 한 장만을 남겨두고 사라져버린다. 리츠코의 행선지가 '시코쿠'라는 것을 알고 그녀의 뒤를 쫓는 사쿠타로. 하지만 그곳은 사쿠타로의 고향이자, 첫사랑 아키와의 추억이 잠들어있는 곳이다.  1986년 고등학교 2학년 여름. 동급생인 사쿠(고등학교 때의 사쿠타로: 모리야마 미라이)는 얼굴도 예쁘고, 우등생에 스포츠까지 만능이자 모든 남학생들이 동경하던 아키(나가사와 마사미)와 하교 길에 마주친다. 천연덕스럽게 사쿠의 스쿠터에 올라탄 아키는 이후 사쿠와 함께 라디오 심야방송에 응모엽서를 보내고, 워크맨으로 음성편지를 주고받는 등 투명한 사랑을 키워나간다.  하지만 단둘이 처음으로 무인도에서 여행을 마치고 집으로 돌아오던 날 갑자기 아키가 쓰러진다. 병원에 입원한 아키는 그녀 특유의 밝음을 잃지 않고, 사쿠는 그런 그녀의 곁에서 애정을 듬뿍 쏟아주지만, 아키가 처한 현실과 직면하게 된 사쿠는 자신이 할 수 있는 일이 아무것도 없음을 깨닫고 큰 슬픔에 빠진다.  점점 약해져만 가는 아키를 위해 사쿠는 아키가 늘 꿈꾸어 오던 세상의 중심이라 불리는 호주의 울룰루(에어즈 락)에 그녀를 데려가기로 마음 먹고 병원을 몰래 빠져 나오지만, 태풍에 발이 묶여 비행기를 타지도 못한 채 아키는 공항 로비에서 쓰러진다.  리츠코를 찾으러 떠났지만 어느덧 자신의 추억 속에 빠져들어 기억 속에서 살아 숨쉬는 아키를 만난 성인 사쿠타로와 자신의 기억을 더듬어 과거를 쫓고있던 리츠코. 마침내 두 사람은 추억 저편 한구석에 숨겨져 있던 진실과 마주하게 된다. 그리고 이제 그 곳에서 오래전 전달되지 못했던 아키의 마지막 음성편지가 십여 년이 넘는 시간을 지나 사쿠타로에게 도착하는데...",https://images.justwatch.com/poster/187248260/s592
